author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Метриум;real_estate_agent;https://www.cian.ru/sale/flat/286633761/;Москва;sale;flat;3;8;1;34.0;241764;8220000;Таганский;Нижегородская;Калитники;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/286730034/;Москва;sale;flat;8;8;1;33.2;249155;8271979;;;Ольховая;
ID 99767394;homeowner;https://www.cian.ru/sale/flat/284433702/;Москва;sale;flat;4;25;1;39.0;212307;8280000;;;Филатов Луг;
Метриум;real_estate_agent;https://www.cian.ru/sale/flat/286633460/;Москва;sale;flat;3;8;1;31.8;260377;8280000;Таганский;Нижегородская;Калитники;
ПИК;developer;https://www.cian.ru/sale/flat/277324162/;Москва;sale;flat;2;33;1;32.4;259165;8396978;Метрогородок;к1/4;Бульвар Рокоссовского;Открытый Парк ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282798997/;Москва;sale;flat;8;8;1;31.7;262115;8309077;;;Ольховая;
ID 101904221;developer;https://www.cian.ru/sale/flat/286253596/;Москва;sale;flat;20;25;1;38.04;220750;8397330;Люблино;Юго-Восточный ао;Перерва;Светлый Мир Станция Л ЖК
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/283135656/;Москва;sale;flat;1;9;1;34.8;241350;8399000;Восточное Дегунино;Дубнинская;Бескудниково;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/283963670/;Москва;sale;flat;3;12;1;35.0;237142;8300000;Выхино-Жулебино;Волгоградский проспект;Юго-Восточная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287051726/;Москва;sale;flat;5;16;1;40.2;206467;8300000;;;Бульвар Адмирала Ушакова;
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/284124484/;Москва;sale;flat;1;12;1;40.1;206982;8300000;Южное Медведково;Ясный проезд;Отрадное;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/286635831/;Москва;sale;flat;5;5;1;32.0;259375;8300000;Соколиная гора;проспект Буденного;Семёновская;
ЦАН;real_estate_agent;https://www.cian.ru/sale/flat/285563276/;Москва;sale;flat;8;9;1;34.8;238505;8300000;Орехово-Борисово Южное;Елецкая;Зябликово;
ПИК;developer;https://www.cian.ru/sale/flat/282440087/;Москва;sale;flat;10;33;1;32.35;260074;8413426;Чертаново Южное;;Красный Строитель;Ютаново ЖК
ПИК;developer;https://www.cian.ru/sale/flat/285820839/;Москва;sale;flat;2;14;1;32.3;261084;8433045;;;Саларьево;
ПИК;developer;https://www.cian.ru/sale/flat/280531324/;Москва;sale;flat;2;25;1;40.1;211695;8489009;Крюково;Зеленоград;Пятницкое шоссе;Зеленый Парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287297463/;Москва;sale;flat;10;34;1;32.5;261507;8499000;Нижегородский;;Нижегородская;Перовское 2 ЖК
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/284485330/;Москва;sale;flat;14;15;1;38.2;219895;8400000;Южное Бутово;Маршала Савицкого;Бульвар Дмитрия Донского;
ID 101904221;developer;https://www.cian.ru/sale/flat/286016304/;Москва;sale;flat;14;25;1;38.56;218950;8442712;Люблино;Юго-Восточный ао;Марьино;Светлый Мир Станция Л ЖК
ПИК;developer;https://www.cian.ru/sale/flat/282440025/;Москва;sale;flat;2;33;1;32.3;261590;8449357;Чертаново Южное;;Красный Строитель;Ютаново ЖК
ЦАН;real_estate_agent;https://www.cian.ru/sale/flat/283321450/;Москва;sale;flat;2;9;1;36.0;233333;8400000;Чертаново Южное;Россошанская;Улица Академика Янгеля;
RED;real_estate_agent;https://www.cian.ru/sale/flat/287298403/;Москва;sale;flat;10;11;1;38.1;223097;8500000;Южное Бутово;Бартеневская;Улица Горчакова;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287239233/;Москва;sale;flat;2;19;1;32.0;265625;8500000;Северное Бутово;Феодосийская;Бульвар Дмитрия Донского;Гринада
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/271866224/;Москва;sale;flat;4;17;1;39.6;215141;8519596;Некрасовка;Лавриненко;Некрасовка;Некрасовка
ID 87138315;realtor;https://www.cian.ru/sale/flat/287114302/;Москва;sale;flat;3;16;1;38.1;223097;8500000;Южное Бутово;Захарьинские Дворики;Щербинка;
А101;developer;https://www.cian.ru/sale/flat/286729706/;Москва;sale;flat;8;9;1;36.2;238107;8619492;;;Бунинская аллея;
ПИК;developer;https://www.cian.ru/sale/flat/281128907/;Москва;sale;flat;31;33;1;32.6;265023;8639782;Алтуфьевский;Алтуфьевское шоссе;Дегунино;Алтуфьевское 53
ФСК;developer;https://www.cian.ru/sale/flat/279103174/;Москва;sale;flat;-1;-1;-1;202.0;42327;8550146;;;Тропарёво;
ФСК;developer;https://www.cian.ru/sale/flat/287254403/;Москва;sale;flat;-1;-1;-1;202.0;42401;8565004;;;Тропарёво;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/286230605/;Москва;sale;flat;8;9;1;33.0;260606;8600000;Ивановское;Сталеваров;Новогиреево;
А101;developer;https://www.cian.ru/sale/flat/286729930/;Москва;sale;flat;14;17;1;33.4;261272;8726502;;;Бунинская аллея;
ПИК;developer;https://www.cian.ru/sale/flat/278638587/;Москва;sale;flat;9;33;1;32.5;268660;8731450;Метрогородок;к1/4;Бульвар Рокоссовского;Открытый Парк ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/287318073/;Москва;sale;flat;4;5;1;31.4;277070;8700000;Богородское;Бойцовая;Бульвар Рокоссовского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/285633348/;Москва;sale;flat;10;12;1;34.8;250000;8700000;Царицыно;Кавказский бульвар;Царицыно;
Квадратный метр;real_estate_agent;https://www.cian.ru/sale/flat/284840092/;Москва;sale;flat;4;5;1;31.0;280645;8700000;Коньково;Академика Арцимовича;Беляево;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/286252143/;Москва;sale;flat;4;9;1;32.4;268518;8700000;Орехово-Борисово Северное;Шипиловская;Орехово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287169289/;Москва;sale;flat;8;25;1;43.5;200000;8700000;;;Филатов Луг;
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/286944087/;Москва;sale;flat;3;9;1;32.5;267692;8700000;Печатники;Кухмистерова;Печатники;
Екатерина Москвина;realtor;https://www.cian.ru/sale/flat/287123908/;Москва;sale;flat;16;16;1;35.0;248571;8700000;Марьино;Белореченская;Братиславская;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282647539/;Москва;sale;flat;14;14;1;37.2;236499;8797800;;;Ольховая;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/286560884/;Москва;sale;flat;9;12;1;35.2;248579;8750000;;;Бунинская аллея;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282647525/;Москва;sale;flat;15;15;1;37.8;232724;8797000;;;Ольховая;
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/275162851/;Москва;sale;flat;3;4;1;27.3;321062;8765000;Соколиная гора;Щербаковская;Измайлово;
ПИК;developer;https://www.cian.ru/sale/flat/276334706/;Москва;sale;flat;8;33;1;32.3;272497;8801685;Очаково-Матвеевское;к1.1;Давыдково;Новое Очаково ЖК
ПИК;developer;https://www.cian.ru/sale/flat/281815936/;Москва;sale;flat;6;17;1;34.3;259367;8896322;;;Бунинская аллея;
ПИК;developer;https://www.cian.ru/sale/flat/272110060/;Москва;sale;flat;31;33;1;34.6;256895;8888601;Западное Дегунино;Северный ао;Бескудниково;Бусиновский Парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/284153146/;Москва;sale;flat;9;9;1;32.6;269938;8800000;Печатники;Полбина;Депо;
ЗЕЛЕНОГРАДСКИЙ ЦЕНТР НЕДВИЖИМОСТИ И ИПОТЕКИ;real_estate_agent;https://www.cian.ru/sale/flat/286606638/;Москва;sale;flat;7;14;1;33.7;261127;8800000;Крюково;Зеленоград;;Жемчужина Зеленограда
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/286719450/;Москва;sale;flat;11;14;1;38.4;229166;8800000;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/277507095/;Москва;sale;flat;1;14;1;36.0;249972;8999000;Головинский;Флотская;Водный стадион;
ПИК;developer;https://www.cian.ru/sale/flat/285821162/;Москва;sale;flat;2;14;1;34.5;259570;8955165;;;Филатов Луг;Саларьево Парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287082067/;Москва;sale;flat;20;23;1;36.0;247222;8900000;Можайский;Барвихинская;Сетунь;
ПИК;developer;https://www.cian.ru/sale/flat/286577194/;Москва;sale;flat;27;33;1;36.0;247602;8913678;Царицыно;Кавказский бульвар;Кантемировская;Кавказский бульвар 51
ПИК;developer;https://www.cian.ru/sale/flat/276334747/;Москва;sale;flat;28;33;1;31.4;283810;8911634;Очаково-Матвеевское;к1.2;Давыдково;Новое Очаково ЖК
ПИК;developer;https://www.cian.ru/sale/flat/282440074/;Москва;sale;flat;5;33;1;36.16;246944;8929531;Чертаново Южное;;Красный Строитель;Ютаново ЖК
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/284405416/;Москва;sale;flat;2;5;1;31.2;285256;8900000;Головинский;Онежская;Речной вокзал;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/278180877/;Москва;sale;flat;8;15;1;37.7;237400;8950000;;;Бунинская аллея;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/287154502/;Москва;sale;flat;9;9;1;33.0;272727;9000000;Теплый Стан;Профсоюзная;Тёплый Стан;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/285951216/;Москва;sale;flat;9;12;1;41.3;217917;9000000;Можайский;Сколковское шоссе;Молодёжная;Stellar City
ПИК;developer;https://www.cian.ru/sale/flat/281484220/;Москва;sale;flat;8;14;1;33.1;273103;9039742;;;Филатов Луг;Саларьево Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/278142505/;Москва;sale;flat;20;33;1;36.1;249974;9024097;Метрогородок;к1/2;Бульвар Рокоссовского;Открытый Парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287281376/;Москва;sale;flat;11;17;1;37.5;240000;9000000;Выхино-Жулебино;Привольная;Лермонтовский проспект;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/285228084/;Москва;sale;flat;9;9;1;32.5;276923;9000000;Теплый Стан;Профсоюзная;Тёплый Стан;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/278449052/;Москва;sale;flat;1;17;1;37.8;238095;9000000;Москворечье-Сабурово;Кантемировская;Кантемировская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/277236052/;Москва;sale;flat;4;9;1;33.0;272727;9000000;Кузьминки;Зеленодольская;Кузьминки;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/285798770/;Москва;sale;flat;13;19;1;43.0;210465;9050000;;;Коммунарка;
ПРОГРЕСС;developer;https://www.cian.ru/sale/flat/283847182/;Москва;sale;flat;12;18;1;27.5;329515;9061668;Щукино;Большой Волоколамский проезд;Стрешнево;Комплекс апартаментов B’aires
Бест-Пресня;real_estate_agent;https://www.cian.ru/sale/flat/287235838/;Москва;sale;flat;2;5;1;36.6;245901;9000000;Новогиреево;Зеленый проспект;Перово;
Омега-Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/286914131/;Москва;sale;flat;1;9;1;33.2;271084;9000000;Щукино;Рогова;Щукинская;
А101;developer;https://www.cian.ru/sale/flat/285086311/;Москва;sale;flat;2;30;1;35.6;255618;9100013;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
ПИК;developer;https://www.cian.ru/sale/flat/282519485/;Москва;sale;flat;5;21;1;32.0;287200;9190400;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282647527/;Москва;sale;flat;2;15;1;40.6;226248;9185700;;;Ольховая;
ПИК;developer;https://www.cian.ru/sale/flat/286291107/;Москва;sale;flat;2;24;1;34.1;268962;9171638;Отрадное;;Бибирево;Римского-Корсакова 11 ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285928708/;Москва;sale;flat;5;17;1;38.7;236134;9138416;;;Рассказовка;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/284678831/;Москва;sale;flat;5;12;1;35.8;256703;9190000;Северное Медведково;Студеный проезд;Медведково;
ПИК;developer;https://www.cian.ru/sale/flat/279788775/;Москва;sale;flat;17;32;1;42.4;215937;9155771;Митино;Северо-Западный ао;Пятницкое шоссе;Митинский Лес ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/286918036/;Москва;sale;flat;6;16;1;44.08;206442;9100000;Люблино;Юго-Восточный ао;Братиславская;Светлый Мир Станция Л ЖК
Континент-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284450427/;Москва;sale;flat;9;9;1;34.6;265895;9200000;Южное Медведково;Ясный проезд;Отрадное;
Своя Квартира;real_estate_agent;https://www.cian.ru/sale/flat/284651403/;Москва;sale;flat;9;17;1;34.5;266666;9200000;Перово;Федеративный проспект;;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/280630595/;Москва;sale;flat;5;5;1;31.9;288401;9200000;Зюзино;Черноморский бульвар;Чертановская;
ID 11130039;official_representative;https://www.cian.ru/sale/flat/284131072/;Москва;sale;flat;2;22;1;20.5;450097;9227000;Пресненский;Сергея Макеева;Выставочная;
А101;developer;https://www.cian.ru/sale/flat/274078427/;Москва;sale;flat;6;30;1;33.3;280201;9330707;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/273639329/;Москва;sale;flat;13;22;1;37.86;245641;9300000;Западное Дегунино;Дегунинская;Селигерская;
Офис в Сокольниках;real_estate_agent;https://www.cian.ru/sale/flat/285952813/;Москва;sale;flat;5;5;1;30.3;306930;9300000;Сокольники;Стромынка;Сокольники;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/286913299/;Москва;sale;flat;10;12;1;33.0;281818;9300000;Теплый Стан;Генерала Тюленева;Тёплый Стан;
ПИК;developer;https://www.cian.ru/sale/flat/285822279/;Москва;sale;flat;26;33;1;36.3;256438;9308735;Алтуфьевский;Алтуфьевское шоссе;Дегунино;Алтуфьевское 53
ПИК;developer;https://www.cian.ru/sale/flat/276334710/;Москва;sale;flat;25;33;1;36.2;257549;9323310;Очаково-Матвеевское;к1.1;Давыдково;Новое Очаково ЖК
ПИК;developer;https://www.cian.ru/sale/flat/282449618/;Москва;sale;flat;2;17;1;32.7;283304;9264073;Метрогородок;к2/4;Бульвар Рокоссовского;Лосиноостровский Парк ЖК
ДомЭль Недвижимость. Отделение на Серпуховской. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/286792984/;Москва;sale;flat;15;24;1;37.8;246031;9300000;Выхино-Жулебино;Жулебинский бульвар;Лермонтовский проспект;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/286478942/;Москва;sale;flat;14;17;1;39.1;236572;9250000;;;Бунинская аллея;
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/284080223/;Москва;sale;flat;13;25;1;41.5;224002;9296100;Некрасовка;Липчанского;Некрасовка;Некрасовка
АБ Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/285167377/;Москва;sale;flat;2;9;1;39.0;238461;9300000;Косино-Ухтомский;Рудневка;Лухмановская;
Level Group;developer;https://www.cian.ru/sale/flat/285646692/;Москва;sale;flat;2;33;1;28.2;333478;9404100;Западное Дегунино;Северный ао;Селигерская;Левел Селигерская ЖК
ДОМ МСК;real_estate_agent;https://www.cian.ru/sale/flat/287234763/;Москва;sale;flat;9;12;1;39.1;240409;9400000;Южное Бутово;Адмирала Лазарева;Бунинская аллея;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/281861139/;Москва;sale;flat;4;14;1;41.2;230255;9486547;;;Ольховая;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287088075/;Москва;sale;flat;1;9;1;35.0;271428;9500000;Чертаново Северное;Кировоградская;Чертановская;
А101;developer;https://www.cian.ru/sale/flat/278068522/;Москва;sale;flat;5;9;1;36.5;261089;9529763;;;Улица Скобелевская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/278015834/;Москва;sale;flat;14;17;1;38.7;245478;9500000;Орехово-Борисово Южное;Гурьевский проезд;Красногвардейская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/287085496/;Москва;sale;flat;5;25;1;38.0;250000;9500000;Лосиноостровский;Тайнинская;Медведково;Нормандия
Владис;real_estate_agent;https://www.cian.ru/sale/flat/286400709/;Москва;sale;flat;1;9;1;29.6;320945;9500000;Раменки;Столетова;Ломоносовский проспект;
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/275934186/;Москва;sale;flat;3;8;1;40.5;234567;9500000;Люблино;Маршала Баграмяна;Люблино;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/287022141/;Москва;sale;flat;3;5;1;34.9;275071;9600000;Соколиная гора;8-я Соколиной Горы;Соколиная гора;
ПИК;developer;https://www.cian.ru/sale/flat/284074064/;Москва;sale;flat;11;33;1;37.4;256035;9575709;Алтуфьевский;Алтуфьевское шоссе;Дегунино;Алтуфьевское 53
ПИК;developer;https://www.cian.ru/sale/flat/285819251/;Москва;sale;flat;2;22;1;32.4;297646;9643762;Нагатино-Садовники;к1.5;Нагатинская;Второй Нагатинский ЖК
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/286674942/;Москва;sale;flat;14;15;1;36.6;262295;9600000;;;Улица Скобелевская;
ID 53120826;unknown;https://www.cian.ru/sale/flat/280790629/;Москва;sale;flat;3;10;1;41.0;234146;9600000;;;Коммунарка;
Д-Инвест;developer;https://www.cian.ru/sale/flat/269474776/;Москва;sale;flat;15;18;1;33.3;292000;9723600;Останкинский;Березовая аллея;Ботанический сад;Апарт-комплекс Легендарный квартал
ПИК;developer;https://www.cian.ru/sale/flat/281172299/;Москва;sale;flat;11;28;1;34.0;286537;9742258;Гольяново;;Черкизовская;Амурский парк ЖК
Городские квартиры;real_estate_agent;https://www.cian.ru/sale/flat/285551299/;Москва;sale;flat;5;17;1;38.0;255263;9700000;Западное Дегунино;Весенняя;Яхромская;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/285550107/;Москва;sale;flat;12;15;1;38.5;251168;9670000;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
ПИК;developer;https://www.cian.ru/sale/flat/282439880/;Москва;sale;flat;19;33;1;35.9;269007;9657370;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/286448463/;Москва;sale;flat;8;14;1;42.1;229216;9650000;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
ЭЛЬНОВА;real_estate_agent;https://www.cian.ru/sale/flat/285305348/;Москва;sale;flat;3;9;1;47.1;205944;9700000;;;Бунинская аллея;
Level Group;developer;https://www.cian.ru/sale/flat/286511164/;Москва;sale;flat;17;33;1;28.5;344520;9818820;Западное Дегунино;Северный ао;Селигерская;Левел Селигерская ЖК
ПИК;developer;https://www.cian.ru/sale/flat/281943238/;Москва;sale;flat;26;33;1;34.2;286840;9809928;Метрогородок;к2/1;Бульвар Рокоссовского;Лосиноостровский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/270790883/;Москва;sale;flat;13;23;1;33.8;289365;9780537;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/284356833/;Москва;sale;flat;8;18;1;37.0;263513;9750000;Бирюлево Восточное;6-я Радиальная;Царицыно;Царицыно-2
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/286251851/;Москва;sale;flat;7;18;1;38.0;257631;9790000;Бирюлево Восточное;6-я Радиальная;Царицыно;Царицыно-2
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/286022893/;Москва;sale;flat;2;17;1;38.0;257894;9800000;Ново-Переделкино;Боровское шоссе;Боровское шоссе;
ПИК;developer;https://www.cian.ru/sale/flat/286830487/;Москва;sale;flat;24;33;1;33.9;289970;9830016;Отрадное;;Владыкино;Сигнальный 16 ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285438366/;Москва;sale;flat;7;9;1;41.4;237558;9834912;;;Рассказовка;
Адреса;real_estate_agent;https://www.cian.ru/sale/flat/287284015/;Москва;sale;flat;10;16;1;37.5;261333;9800000;Лианозово;Череповецкая;Лианозово;
Жилищная инициатива;real_estate_agent;https://www.cian.ru/sale/flat/282891483/;Москва;sale;flat;11;25;1;41.8;235167;9830000;;;Саларьево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/276774532/;Москва;sale;flat;9;18;1;38.8;254896;9890000;Бирюлево Восточное;6-я Радиальная;Пражская;Царицыно-2
ПИК;developer;https://www.cian.ru/sale/flat/277324036/;Москва;sale;flat;33;33;1;36.0;273912;9860832;Отрадное;;Владыкино;Сигнальный 16 ЖК
МИЦ;developer;https://www.cian.ru/sale/flat/286217690/;Москва;sale;flat;2;17;1;35.3;279100;9852230;Печатники;Шоссейная;Перерва;Графика на воде
Владис;real_estate_agent;https://www.cian.ru/sale/flat/287304293/;Москва;sale;flat;1;14;1;38.3;258485;9900000;Северное Медведково;Широкая;Медведково;
ПИК;developer;https://www.cian.ru/sale/flat/277350372/;Москва;sale;flat;3;21;1;33.7;293600;9894320;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
ПИК;developer;https://www.cian.ru/sale/flat/286092480/;Москва;sale;flat;7;33;1;30.7;321709;9876489;Очаково-Матвеевское;;Аминьевская;Большая Очаковская 2 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284916300/;Москва;sale;flat;19;24;1;33.9;295525;10018331;Отрадное;;Отрадное;Римского-Корсакова 11 ЖК
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/278832173/;Москва;sale;flat;4;9;1;32.4;308611;9999000;Котловка;Нахимовский проспект;Нахимовский проспект;
Welcome 24;real_estate_agent;https://www.cian.ru/sale/flat/286552431/;Москва;sale;flat;4;4;1;34.5;289826;9999000;Академический;Винокурова;Академическая;
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/287247604/;Москва;sale;flat;12;13;1;38.0;263157;10000000;Люблино;Люблинская;Люблино;
RED;real_estate_agent;https://www.cian.ru/sale/flat/287105009/;Москва;sale;flat;15;16;1;36.0;277777;9999999;Бабушкинский;Радужная;Свиблово;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/287193803/;Москва;sale;flat;3;14;1;39.1;255754;10000000;Ново-Переделкино;Скульптора Мухиной;Новопеределкино;
Ольга Щербакова;realtor;https://www.cian.ru/sale/flat/286570172/;Москва;sale;flat;4;17;1;46.0;216956;9980000;;;Коммунарка;
ПИК;developer;https://www.cian.ru/sale/flat/276334921/;Москва;sale;flat;29;33;1;36.2;279971;10134986;Метрогородок;к2/1;Бульвар Рокоссовского;Лосиноостровский Парк ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/278366106/;Москва;sale;flat;7;14;1;39.6;255050;10100000;Гольяново;Байкальская;Щёлковская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/286729287/;Москва;sale;flat;26;30;1;41.9;242000;10139800;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/274999731/;Москва;sale;flat;6;26;1;35.6;283707;10100000;Кунцево;к3/4;Кунцевская;Мякинино Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/281172142/;Москва;sale;flat;22;33;1;36.2;278153;10069174;Очаково-Матвеевское;к1.4;Давыдково;Новое Очаково ЖК
Велес Проперти Консалт;real_estate_agent;https://www.cian.ru/sale/flat/286900185/;Москва;sale;flat;5;22;1;38.0;265789;10100000;Ново-Переделкино;Боровское шоссе;Новопеределкино;
А101;developer;https://www.cian.ru/sale/flat/274079456/;Москва;sale;flat;2;30;1;38.1;268429;10227170;Южное Бутово;;Бунинская аллея;Южные Сады ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285928691/;Москва;sale;flat;9;17;1;46.1;221822;10226007;;;Рассказовка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/285693530/;Москва;sale;flat;2;5;1;32.0;318750;10200000;Академический;Шверника;Крымская;
ПИК;developer;https://www.cian.ru/sale/flat/286291502/;Москва;sale;flat;2;38;1;32.11;318755;10235255;Южнопортовый;;Волгоградский проспект;Первый Дубровский ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287218435/;Москва;sale;flat;7;34;1;40.5;251827;10199000;Нагатино-Садовники;к1.5;Нагатинская;Второй Нагатинский ЖК
RED;real_estate_agent;https://www.cian.ru/sale/flat/287254013/;Москва;sale;flat;6;17;1;43.4;235714;10230000;;;Бунинская аллея;
ID 49002304;unknown;https://www.cian.ru/sale/flat/285557694/;Москва;sale;flat;19;25;1;35.25;289361;10200000;Нижегородский;Рязанский проспект;Нижегородская;Аквилон Beside
Группа ЛСР;developer;https://www.cian.ru/sale/flat/282487242/;Москва;sale;flat;2;23;1;42.7;240465;10267898;Чертаново Центральное;;Покровское;Парксайд ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/286412540/;Москва;sale;flat;6;9;1;38.0;271052;10300000;Текстильщики;Артюхиной;Волжская;
MR Group;developer;https://www.cian.ru/sale/flat/285042059/;Москва;sale;flat;-1;-1;-1;202.0;50915;10285000;Покровское-Стрешнево;Северо-Западный ао;Мякинино;Сити Бэй ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284074560/;Москва;sale;flat;2;33;1;34.5;298336;10292625;Очаково-Матвеевское;;Озёрная;Мичуринский Парк ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/287084845/;Москва;sale;flat;13;17;1;38.0;271052;10300000;Некрасовка;Вертолетчиков;Некрасовка;Некрасовка
Владис;real_estate_agent;https://www.cian.ru/sale/flat/286955047/;Москва;sale;flat;6;14;1;38.0;271052;10300000;Солнцево;Главмосстроя;Солнцево;
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/285709317/;Москва;sale;flat;4;6;1;38.8;265463;10300000;Новокосино;Николая Старостина;Новокосино;
ПИК;developer;https://www.cian.ru/sale/flat/279105230/;Москва;sale;flat;14;21;1;37.8;275400;10410120;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
ПИК;developer;https://www.cian.ru/sale/flat/286830966/;Москва;sale;flat;4;33;1;32.4;320472;10383325;Очаково-Матвеевское;;Аминьевская;Матвеевский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/282439668/;Москва;sale;flat;26;33;1;32.6;318655;10388153;Нагатино-Садовники;к1.3;Нагатинская;Второй Нагатинский ЖК
Основа;developer;https://www.cian.ru/sale/flat/286346332/;Москва;sale;flat;14;29;1;30.6;339300;10382580;Черемушки;Наметкина;Новые Черёмушки;Nametkin Tower
